ID;Nome;Sobrenome;Cidade;Estado;Data_Nascimento;Setor;Estado_Civil;Salario
591;Gillian;Hebert;Maranguape;CE;06/02/40;Relações Públicas;Casado;R$5,155
177;Veda;Rivers;Osasco;São Paulo;29/07/17;Financeiro;Casado;R$7,370
944;Frances;Jarvis;Balsas;MA;23/03/93;Pesquisa e Desenvolvimento;Casado;R$7,573
602;Cassandra;Kennedy;Campinas;SP;07/08/04;Financeiro;Viúvo;R$7,964
611;Castor;Burks;Codó;MA;08/11/01;Serviço ao Cliente;Viúvo;R$7,653
626;Dennis;Macdonald;Vitória da Conquista;Bahia;13/11/72;Serviço ao Cliente;Divorciado;R$6,911
83;Serena;Delgado;Santa Inês;MA;26/11/57;Recursos Humanos;Divorciado;R$9,955
314;Graiden;Baldwin;São João de Meriti;Rio de Janeiro;31/05/36;Jurídico;Casado;R$5,435
858;Brady;Wade;Colombo;PR;20/05/48;Pesquisa e Desenvolvimento;Viúvo;R$8,234
468;Noble;Bradford;São Gonçalo;Rio de Janeiro;24/05/08;Gerenciamento;Viúvo;R$6,314
478;Akeem;Clay;Jundiaí;São Paulo;14/06/77;Recursos Humanos;Casado;R$8,307
163;Tanya;Rowe;Curitiba;PR;25/11/51;Jurídico;Viúvo;R$8,835
781;Nolan;Peck;Mauá;São Paulo;14/10/67;Pesquisa e Desenvolvimento;Solteiro;R$9,835
543;Zenaida;Saunders;Mogi das Cruzes;SP;25/12/80;Gerenciamento;Casado;R$9,573
789;Petra;Elliott;Maracanaú;CE;26/07/83;Gerenciamento;Viúvo;R$7,082
693;Rahim;Jordan;Londrina;PR;02/05/45;Pesquisa e Desenvolvimento;Viúvo;R$7,124
846;Thor;Rodriguez;Petrópolis;RJ;01/05/62;Marketing;Viúvo;R$8,867
702;Maxine;Estrada;Ilhéus;Bahia;10/01/93;Jurídico;Viúvo;R$7,402
796;Justine;Maxwell;Caxias do Sul;RS;06/01/08;Gerenciamento;Divorciado;R$9,788
849;Illiana;Ayers;Londrina;Paraná;30/07/65;Marketing;Casado;R$6,688
521;Lavinia;Gordon;Caruaru;PE;26/06/95;Serviço ao Cliente;Viúvo;R$8,709
537;Yetta;Peters;Canoas;Rio Grande do Sul;16/06/74;Serviço ao Cliente;Viúvo;R$7,212
988;Kirestin;Hartman;Juiz de Fora;Minas Gerais;09/04/39;Marketing;Divorciado;R$6,033
346;Tatyana;Pollard;Balsas;Maranhão;17/02/95;Jurídico;Solteiro;R$8,702
833;Jeremy;Hays;Camaçari;BA;24/03/46;Financeiro;Divorciado;R$6,417
586;Whoopi;Craig;Duque de Caxias;Rio de Janeiro;04/06/59;Vendas;Viúvo;R$8,279
307;Noah;Maddox;Mogi das Cruzes;São Paulo;09/02/73;Jurídico;Viúvo;R$7,890
217;Kenyon;Preston;Novo Hamburgo;Rio Grande do Sul;09/08/57;Recursos Humanos;Casado;R$8,704
603;Ina;Pacheco;Ribeirão Preto;São Paulo;13/02/04;Serviço ao Cliente;Solteiro;R$7,381
536;Neville;Lawson;Açailândia;Maranhão;01/11/81;Vendas;Casado;R$8,469
416;Raja;Hinton;Diadema;São Paulo;03/09/33;Financeiro;Viúvo;R$9,425
824;Hedda;Cobb;Canoas;RS;24/04/39;Suporte Técnico;Solteiro;R$5,012
482;Elijah;Peck;Mogi das Cruzes;São Paulo;02/11/13;Financeiro;Viúvo;R$9,776
542;Renee;Whitney;Rio Grande;RS;02/12/46;Pesquisa e Desenvolvimento;Solteiro;R$6,270
685;Cruz;Knapp;Petrópolis;Rio de Janeiro;12/12/53;Gerenciamento;Solteiro;R$9,232
535;Rebecca;Oconnor;Petrópolis;Rio de Janeiro;16/03/31;Jurídico;Solteiro;R$5,492
356;Evelyn;Torres;Lauro de Freitas;BA;15/09/67;Relações Públicas;Viúvo;R$5,050
387;Clinton;Ewing;Balsas;Maranhão;11/01/31;Pesquisa e Desenvolvimento;Solteiro;R$9,606
682;Lewis;Guy;Maranguape;Ceará;19/07/00;Financeiro;Solteiro;R$6,423
419;Jermaine;Barnes;Paulista;PE;27/10/75;Pesquisa e Desenvolvimento;Solteiro;R$8,065
23;Cody;Poole;Carapicuíba;São Paulo;10/01/79;Serviço ao Cliente;Viúvo;R$8,054
726;Beck;Manning;Santa Maria;Rio Grande do Sul;07/06/46;Vendas;Viúvo;R$8,795
513;Kelsey;Sharp;Ribeirão Preto;São Paulo;15/07/07;Relações Públicas;Casado;R$5,001
986;Amity;Talley;Salvador;BA;10/09/67;Pesquisa e Desenvolvimento;Solteiro;R$8,160
202;Cassandra;Fleming;Juazeiro;BA;16/03/53;Suporte Técnico;Viúvo;R$6,697
714;Garrett;Sims;Parauapebas;PA;10/08/06;Vendas;Divorciado;R$9,335
258;Colorado;Reese;Uberaba;MG;16/01/14;Serviço ao Cliente;Divorciado;R$8,425
675;Dakota;Marks;Divinópolis;Minas Gerais;11/01/61;Jurídico;Divorciado;R$8,293
677;Uriel;Hoover;Osasco;São Paulo;18/03/39;Relações Públicas;Solteiro;R$9,288
607;Rooney;Owens;Barra do Corda;MA;10/10/91;Pesquisa e Desenvolvimento;Solteiro;R$5,473
735;Fatima;Bowman;Mogi das Cruzes;São Paulo;30/04/18;Serviço ao Cliente;Divorciado;R$6,465
20;Felicia;Medina;Itabuna;Bahia;05/08/17;Financeiro;Viúvo;R$9,959
127;Adele;Nunez;Santa Rita;PB;29/01/92;Marketing;Divorciado;R$7,145
54;Xavier;Snider;Diadema;SP;19/01/80;Recursos Humanos;Divorciado;R$6,694
999;Anika;Mckay;Anápolis;Goiás;15/03/84;Jurídico;Divorciado;R$9,582
977;Kathleen;Monroe;Camaragibe;Pernambuco;12/09/74;Gerenciamento;Solteiro;R$5,051
254;Hope;Ayala;Carapicuíba;SP;24/02/89;Relações Públicas;Divorciado;R$5,607
805;Vincent;Nichols;Jaboatão dos Guararapes;Pernambuco;11/07/04;Serviço ao Cliente;Casado;R$5,335
507;Nola;Lindsay;Campinas;São Paulo;15/07/85;Gerenciamento;Casado;R$9,468
520;Bianca;Mills;Ribeirão Preto;São Paulo;03/05/50;Marketing;Viúvo;R$8,557
524;Todd;Merritt;Carapicuíba;São Paulo;04/03/58;Pesquisa e Desenvolvimento;Divorciado;R$8,236
496;Shafira;Hooper;Petrolina;PE;18/02/78;Vendas;Divorciado;R$9,133
60;Erin;Winters;Jundiaí;SP;06/01/80;Gerenciamento;Solteiro;R$8,182
46;Karly;Bernard;Jundiaí;SP;28/08/64;Recursos Humanos;Divorciado;R$8,661
698;James;Boone;Abaetetuba;Pará;07/09/70;Pesquisa e Desenvolvimento;Viúvo;R$7,200
737;Jillian;Daugherty;Santa Luzia;Minas Gerais;20/03/81;Jurídico;Viúvo;R$8,248
16;Hedy;Boyd;Paulista;PE;23/05/76;Vendas;Divorciado;R$6,606
548;Orli;Saunders;Diadema;SP;13/12/54;Gerenciamento;Divorciado;R$7,867
614;Ralph;Greene;Governador Valadares;MG;28/04/09;Financeiro;Divorciado;R$8,199
949;Victor;Maynard;Jaboatão dos Guararapes;PE;09/10/81;Relações Públicas;Casado;R$8,890
136;Blythe;Nelson;Jundiaí;São Paulo;05/04/59;Suporte Técnico;Viúvo;R$9,019
659;Blaze;Watson;Goiânia;Goiás;29/04/39;Financeiro;Divorciado;R$8,334
115;George;Clements;Mauá;São Paulo;16/02/16;Recursos Humanos;Solteiro;R$7,023
765;Noah;Craft;Uberlândia;Minas Gerais;08/06/35;Suporte Técnico;Divorciado;R$8,917
112;Alden;Henderson;Juazeiro do Norte;CE;05/10/71;Pesquisa e Desenvolvimento;Solteiro;R$9,734
491;Wynter;Reyes;Governador Valadares;MG;11/03/36;Suporte Técnico;Divorciado;R$7,467
667;Philip;Miller;Uberaba;MG;24/08/59;Pesquisa e Desenvolvimento;Casado;R$7,203
140;Violet;Carlson;Jundiaí;SP;20/10/73;Gerenciamento;Divorciado;R$9,400
975;Ronan;Sweeney;Curitiba;PR;05/05/38;Pesquisa e Desenvolvimento;Divorciado;R$6,302
884;Sara;Schroeder;Campinas;São Paulo;20/06/78;Serviço ao Cliente;Viúvo;R$9,458
492;Rina;Martinez;Fortaleza;Ceará;04/11/01;Financeiro;Solteiro;R$5,143
976;Cedric;Andrews;Nova Iguaçu;Rio de Janeiro;18/11/88;Relações Públicas;Casado;R$8,057
303;Sacha;Giles;Paço do Lumiar;MA;01/04/88;Jurídico;Viúvo;R$6,971
198;Iliana;Oconnor;Mauá;São Paulo;04/10/06;Marketing;Divorciado;R$9,816
120;Camden;Barnett;Goiânia;Goiás;04/11/30;Suporte Técnico;Viúvo;R$9,167
289;Aline;Peck;Mauá;SP;11/01/57;Relações Públicas;Casado;R$8,017
301;Hollee;Yang;Ponta Grossa;PR;06/09/60;Suporte Técnico;Casado;R$6,629
683;Nelle;Wynn;Vitória da Conquista;BA;15/02/47;Gerenciamento;Casado;R$5,564
936;Declan;Myers;Vitória da Conquista;Bahia;28/11/58;Gerenciamento;Viúvo;R$8,385
55;Chloe;Brock;Canoas;RS;24/08/72;Gerenciamento;Viúvo;R$5,214
744;William;Michael;Campinas;SP;16/04/80;Jurídico;Casado;R$9,692
208;Neville;Frederick;Rio Grande;Rio Grande do Sul;27/10/90;Recursos Humanos;Casado;R$7,995
892;Joshua;Yang;Barra do Corda;Maranhão;11/06/54;Financeiro;Solteiro;R$7,793
59;Lamar;Pope;Canoas;RS;25/01/97;Pesquisa e Desenvolvimento;Solteiro;R$8,988
438;Quin;Nash;Juiz de Fora;Minas Gerais;20/11/47;Relações Públicas;Viúvo;R$6,909
902;Dana;Flowers;Governador Valadares;MG;07/10/66;Recursos Humanos;Viúvo;R$8,753
98;Edward;Bridges;Piracicaba;São Paulo;15/03/47;Jurídico;Solteiro;R$5,241
116;Winter;May;Governador Valadares;Minas Gerais;18/07/55;Gerenciamento;Viúvo;R$9,053
836;Silas;Roth;Parauapebas;Pará;18/07/93;Jurídico;Solteiro;R$8,806
766;Demetrius;Welch;Feira de Santana;Bahia;15/06/85;Suporte Técnico;Divorciado;R$9,064
471;Zeus;Andrews;Ponta Grossa;PR;21/07/82;Relações Públicas;Viúvo;R$9,073
196;Larissa;Keith;Osasco;São Paulo;07/05/93;Gerenciamento;Viúvo;R$7,981
114;Salvador;Nunez;Petrolina;Pernambuco;05/09/50;Relações Públicas;Divorciado;R$7,553
560;Laith;Schroeder;Ponta Grossa;PR;30/10/98;Marketing;Divorciado;R$6,745
940;Sawyer;Marks;Betim;MG;29/12/01;Relações Públicas;Divorciado;R$9,076
322;Sara;Lara;Caxias do Sul;Rio Grande do Sul;26/11/58;Recursos Humanos;Viúvo;R$8,690
663;Hedda;Barr;Ponta Grossa;PR;19/05/82;Jurídico;Solteiro;R$7,265
28;Sean;Alvarado;Abaetetuba;Pará;16/02/13;Recursos Humanos;Divorciado;R$8,364
153;Aidan;Duffy;Timon;Maranhão;21/07/75;Gerenciamento;Solteiro;R$6,185
488;Brynne;Moran;Petrópolis;Rio de Janeiro;06/12/78;Serviço ao Cliente;Solteiro;R$9,912
129;Ronan;Davenport;Piracicaba;SP;04/01/47;Serviço ao Cliente;Divorciado;R$8,560
580;Berk;Tillman;Ribeirão Preto;São Paulo;15/12/67;Gerenciamento;Viúvo;R$5,219
592;Diana;Huff;Juazeiro do Norte;Ceará;16/08/91;Jurídico;Viúvo;R$7,148
242;Trevor;Tyler;Castanhal;PA;20/08/48;Vendas;Solteiro;R$7,099
159;Skyler;Herrera;Jundiaí;SP;04/01/04;Marketing;Viúvo;R$6,634
991;Ciara;Bean;Blumenau;Santa Catarina;19/11/56;Gerenciamento;Solteiro;R$5,911
362;Isaac;Hodges;Luziânia;Goiás;01/01/72;Suporte Técnico;Divorciado;R$9,204
354;Montana;Shannon;Osasco;São Paulo;18/03/52;Suporte Técnico;Viúvo;R$9,503
573;Wesley;Mcbride;Ponta Grossa;Paraná;10/05/78;Jurídico;Casado;R$6,421
42;Lillian;Savage;Rio de Janeiro;RJ;04/01/12;Relações Públicas;Solteiro;R$9,412
298;Ginger;Pollard;Rio de Janeiro;Rio de Janeiro;15/05/38;Marketing;Viúvo;R$9,945
783;Thor;Wong;Itajaí;Santa Catarina;24/01/87;Pesquisa e Desenvolvimento;Solteiro;R$6,724
623;Brennan;Parrish;Balsas;MA;30/11/37;Marketing;Viúvo;R$9,391
30;Rina;Oneil;Curitiba;PR;05/06/77;Suporte Técnico;Solteiro;R$6,960
267;Idona;Davis;Ipatinga;Minas Gerais;03/01/90;Financeiro;Viúvo;R$9,453
790;Aline;Oneil;Campina Grande;Paraíba;11/06/82;Gerenciamento;Divorciado;R$5,362
894;Oleg;Luna;Sete Lagoas;MG;20/07/56;Suporte Técnico;Casado;R$6,696
514;Faith;Harrell;Imperatriz;Maranhão;01/02/71;Serviço ao Cliente;Viúvo;R$8,518
241;Ross;English;Crato;CE;25/04/14;Suporte Técnico;Divorciado;R$9,463
399;Yoko;Rhodes;Maranguape;Ceará;03/12/98;Marketing;Solteiro;R$8,767
390;Jolie;Bell;Niterói;RJ;16/08/45;Marketing;Divorciado;R$9,919
839;Marshall;Bullock;São Gonçalo;Rio de Janeiro;02/01/03;Vendas;Casado;R$7,501
429;Laurel;Buckley;Camaçari;Bahia;16/07/91;Relações Públicas;Viúvo;R$8,053
22;Anika;Graham;Campos dos Goytacazes;RJ;21/12/55;Financeiro;Viúvo;R$9,422
452;Samuel;Mccarthy;Sousa;PB;02/02/65;Relações Públicas;Viúvo;R$5,635
727;Quin;Payne;Porto Alegre;Rio Grande do Sul;18/06/69;Marketing;Casado;R$7,952
797;Yeo;Palmer;Mauá;São Paulo;27/06/85;Pesquisa e Desenvolvimento;Viúvo;R$8,902
11;Martha;Cooley;Diadema;SP;10/12/47;Financeiro;Viúvo;R$9,986
732;Cora;Mack;Blumenau;Santa Catarina;01/06/31;Recursos Humanos;Viúvo;R$8,070
613;Oprah;Mercado;Rio Verde;Goiás;21/02/06;Recursos Humanos;Divorciado;R$8,993
564;Zia;Figueroa;Ribeirão Preto;São Paulo;17/03/02;Recursos Humanos;Divorciado;R$5,943
469;Angelica;Daugherty;Chapecó;SC;26/07/86;Serviço ao Cliente;Divorciado;R$5,468
759;Kaseem;Head;Piracicaba;SP;03/02/86;Gerenciamento;Casado;R$8,359
867;Jolie;Kemp;Betim;Minas Gerais;08/07/76;Jurídico;Viúvo;R$5,835
225;Boris;Lang;Contagem;MG;23/05/19;Pesquisa e Desenvolvimento;Solteiro;R$9,992
158;Wynne;Perry;Camaçari;Bahia;17/09/00;Marketing;Viúvo;R$5,026
624;Yardley;Richmond;Rio Grande;RS;21/03/35;Serviço ao Cliente;Solteiro;R$9,365
310;Deirdre;Gates;São João de Meriti;Rio de Janeiro;13/09/84;Pesquisa e Desenvolvimento;Solteiro;R$5,007
508;Chava;Morrow;Santa Inês;MA;27/10/73;Marketing;Viúvo;R$8,884
772;Allegra;Gibbs;São João de Meriti;Rio de Janeiro;26/03/44;Jurídico;Divorciado;R$7,828
753;Jordan;Nolan;Guarulhos;São Paulo;30/12/89;Pesquisa e Desenvolvimento;Viúvo;R$8,750
526;Yen;Cobb;Balsas;Maranhão;23/06/58;Financeiro;Divorciado;R$7,429
377;Mannix;Torres;Juiz de Fora;MG;14/11/83;Suporte Técnico;Casado;R$8,988
503;September;Whitney;Petrolina;PE;19/11/89;Vendas;Casado;R$9,724
674;Guy;Serrano;Guarulhos;São Paulo;04/01/81;Gerenciamento;Casado;R$5,168
333;Norman;Preston;Feira de Santana;Bahia;16/10/91;Financeiro;Divorciado;R$6,811
504;Kane;Cleveland;Jaboatão dos Guararapes;PE;03/08/61;Gerenciamento;Divorciado;R$6,539
308;Alana;Mcguire;Camaragibe;Pernambuco;05/11/31;Vendas;Viúvo;R$6,431
31;Kylie;Powers;Jundiaí;São Paulo;31/01/94;Serviço ao Cliente;Casado;R$6,391
606;Marshall;Logan;Gravataí;Rio Grande do Sul;27/06/73;Marketing;Divorciado;R$8,701
36;Kasimir;Phelps;Ponta Grossa;PR;06/05/61;Financeiro;Casado;R$6,471
393;Byron;Juarez;Carapicuíba;São Paulo;27/12/77;Marketing;Viúvo;R$6,683
284;Ginger;Ray;Ilhéus;BA;06/04/96;Vendas;Solteiro;R$8,585
483;Ferdinand;Mendoza;São João de Meriti;Rio de Janeiro;20/10/90;Pesquisa e Desenvolvimento;Solteiro;R$8,254
547;Keely;Gonzales;Ribeirão Preto;SP;16/06/10;Recursos Humanos;Divorciado;R$5,730
190;Hammett;Ryan;Campos dos Goytacazes;Rio de Janeiro;21/08/10;Jurídico;Solteiro;R$8,653
639;Yuri;Merrill;Sete Lagoas;Minas Gerais;06/11/41;Vendas;Solteiro;R$9,656
411;Josiah;Klein;Foz do Iguaçu;PR;23/11/46;Serviço ao Cliente;Viúvo;R$6,002
319;Fleur;Hutchinson;Contagem;Minas Gerais;17/01/34;Recursos Humanos;Divorciado;R$9,142
229;Stephanie;Fletcher;Rio Verde;Goiás;16/07/91;Financeiro;Casado;R$9,131
831;Aphrodite;Hood;Pelotas;Rio Grande do Sul;30/10/10;Recursos Humanos;Solteiro;R$7,485
989;Nita;Coffey;Ponta Grossa;PR;09/02/56;Financeiro;Divorciado;R$6,981
761;Hadassah;Holman;Sobral;CE;05/10/46;Financeiro;Solteiro;R$5,401
549;Ocean;Parker;Ribeirão Preto;São Paulo;08/06/77;Recursos Humanos;Divorciado;R$9,105
211;Gary;Olsen;Carapicuíba;SP;05/05/37;Marketing;Viúvo;R$9,093
515;Maryam;Kaufman;Gravataí;RS;09/08/69;Relações Públicas;Solteiro;R$8,508
191;Caesar;Fields;Guarulhos;São Paulo;29/10/54;Vendas;Solteiro;R$9,556
928;Galvin;Brady;Colombo;Paraná;12/05/99;Jurídico;Divorciado;R$7,579
107;Nissim;Malone;Cabo de Santo Agostinho;Pernambuco;13/08/80;Pesquisa e Desenvolvimento;Casado;R$6,417
70;Candace;Rhodes;Ribeirão Preto;São Paulo;03/03/04;Jurídico;Casado;R$8,864
861;Fritz;Barnett;Ribeirão das Neves;Minas Gerais;16/07/35;Serviço ao Cliente;Solteiro;R$7,793
562;Abra;Skinner;Uberlândia;MG;03/06/48;Vendas;Solteiro;R$6,471
596;Tamara;Sargent;Porto Alegre;RS;23/09/62;Marketing;Divorciado;R$5,882
642;Hunter;Mcknight;Mogi das Cruzes;SP;06/06/63;Suporte Técnico;Divorciado;R$6,749
25;Gage;Newton;Ilhéus;BA;01/06/55;Relações Públicas;Solteiro;R$7,674
576;Giacomo;Page;Caruaru;PE;15/11/98;Suporte Técnico;Casado;R$8,831
154;Savannah;Sherman;Petrópolis;RJ;01/08/46;Gerenciamento;Viúvo;R$6,503
951;Rosalyn;Espinoza;Maracanaú;Ceará;12/12/86;Jurídico;Solteiro;R$6,088
94;Xenos;Wade;Campos dos Goytacazes;RJ;04/03/35;Financeiro;Divorciado;R$8,552
48;Larissa;Potts;Carapicuíba;SP;30/06/79;Financeiro;Solteiro;R$5,929
561;Velma;Contreras;Rio de Janeiro;RJ;02/03/97;Relações Públicas;Casado;R$5,875
192;Martina;Bowen;Ribeirão Preto;SP;13/01/80;Vendas;Viúvo;R$9,685
262;Dante;Sargent;Novo Hamburgo;Rio Grande do Sul;21/09/60;Serviço ao Cliente;Viúvo;R$9,682
716;Fletcher;Hood;Mauá;SP;03/04/47;Suporte Técnico;Viúvo;R$6,085
937;Kyla;Blankenship;São José;Santa Catarina;06/10/70;Recursos Humanos;Viúvo;R$5,796
472;Faith;Hartman;Santa Inês;MA;16/04/82;Relações Públicas;Viúvo;R$6,308
462;Craig;Rodriquez;Caxias do Sul;RS;21/06/16;Gerenciamento;Casado;R$9,092
404;Eleanor;Cline;Piracicaba;SP;01/12/75;Vendas;Divorciado;R$7,711
317;Barbara;Mccarthy;Betim;Minas Gerais;11/08/37;Relações Públicas;Casado;R$6,618
138;Mason;Lloyd;Fortaleza;CE;08/07/17;Jurídico;Casado;R$9,354
222;Rhona;Casey;Chapecó;SC;03/01/96;Jurídico;Solteiro;R$7,245
822;Catherine;Washington;Caxias;Maranhão;17/02/16;Suporte Técnico;Solteiro;R$7,037
552;Mason;Elliott;Campinas;SP;22/07/62;Relações Públicas;Casado;R$5,688
244;Samuel;Conner;Osasco;São Paulo;23/10/38;Serviço ao Cliente;Divorciado;R$7,681
374;Gillian;Fowler;Maracanaú;CE;19/03/09;Suporte Técnico;Divorciado;R$7,522
268;Kasimir;Walker;Florianópolis;SC;18/03/90;Marketing;Solteiro;R$9,921
360;Deanna;Meyer;Açailândia;Maranhão;02/10/37;Relações Públicas;Casado;R$5,283
300;Fitzgerald;Merrill;Marabá;Pará;01/07/40;Relações Públicas;Solteiro;R$6,706
256;Wylie;Head;Cabo de Santo Agostinho;Pernambuco;27/06/64;Pesquisa e Desenvolvimento;Divorciado;R$9,931
960;Yeo;Roth;Santa Rita;PB;09/10/44;Recursos Humanos;Viúvo;R$7,998
302;Fay;Kane;Juazeiro;Bahia;16/02/36;Vendas;Viúvo;R$9,270
288;Boris;Knox;Caucaia;CE;07/05/50;Pesquisa e Desenvolvimento;Solteiro;R$9,077
194;Vielka;Holland;Guarulhos;SP;05/03/41;Serviço ao Cliente;Viúvo;R$6,784
792;Chelsea;Tran;Cascavel;Paraná;11/07/60;Relações Públicas;Divorciado;R$7,518
756;Nissim;Boyd;Cabo de Santo Agostinho;PE;15/11/49;Jurídico;Casado;R$7,175
195;Duncan;Hanson;Sete Lagoas;MG;04/06/47;Serviço ao Cliente;Casado;R$7,350
923;Shellie;Carroll;Guarulhos;São Paulo;23/10/61;Vendas;Casado;R$8,897
264;Hilda;Moore;Mogi das Cruzes;SP;29/02/00;Serviço ao Cliente;Solteiro;R$6,463
95;Yoko;Fox;Mogi das Cruzes;São Paulo;15/04/35;Suporte Técnico;Divorciado;R$5,573
347;Scott;Mckenzie;Piracicaba;SP;20/02/36;Relações Públicas;Casado;R$7,603
828;Ina;Herrera;Guarapuava;Paraná;20/02/30;Recursos Humanos;Casado;R$6,010
780;Marvin;Owens;Mauá;São Paulo;29/07/74;Recursos Humanos;Casado;R$5,493
1000;Jorden;Mccarthy;São João de Meriti;RJ;19/03/36;Relações Públicas;Viúvo;R$6,088
394;Ezra;Sanders;Montes Claros;Minas Gerais;21/09/01;Pesquisa e Desenvolvimento;Casado;R$6,639
604;Maxine;Johnson;Ribeirão Preto;São Paulo;16/11/01;Recursos Humanos;Divorciado;R$9,612
773;Melodie;Clay;Ipatinga;Minas Gerais;22/01/73;Suporte Técnico;Divorciado;R$9,745
590;Channing;Daniel;Osasco;São Paulo;22/02/91;Relações Públicas;Viúvo;R$5,021
257;Jada;Hodges;Piracicaba;São Paulo;25/01/50;Jurídico;Solteiro;R$5,277
929;Wylie;Morrow;São José;SC;28/11/48;Recursos Humanos;Solteiro;R$7,994
164;Desirae;Haley;Itajaí;Santa Catarina;30/07/53;Gerenciamento;Viúvo;R$5,444
979;Amethyst;Sheppard;Campina Grande;Paraíba;12/06/94;Gerenciamento;Viúvo;R$7,104
802;Vance;Dixon;Rio de Janeiro;RJ;29/03/32;Recursos Humanos;Solteiro;R$5,129
909;Juliet;Sweeney;Petrópolis;Rio de Janeiro;06/04/49;Suporte Técnico;Divorciado;R$8,143
180;Stephen;Harmon;Ilhéus;BA;11/05/91;Gerenciamento;Viúvo;R$9,392
227;Acton;Mcdonald;Jundiaí;SP;28/01/88;Relações Públicas;Divorciado;R$8,331
795;Dante;Rodgers;Uberlândia;MG;27/08/78;Suporte Técnico;Divorciado;R$6,698
464;Tamara;Briggs;Vitória da Conquista;Bahia;12/04/06;Recursos Humanos;Casado;R$5,531
186;Garth;Jordan;Guarapuava;PR;21/10/40;Marketing;Divorciado;R$8,947
68;Jacob;Woodard;Guarulhos;SP;04/10/87;Vendas;Divorciado;R$5,412
439;Vaughan;Gill;Ribeirão Preto;SP;22/10/91;Suporte Técnico;Solteiro;R$8,151
728;Isabella;Parker;Nova Iguaçu;RJ;17/06/98;Gerenciamento;Casado;R$9,316
821;Callie;Case;Cabo de Santo Agostinho;PE;20/08/35;Pesquisa e Desenvolvimento;Divorciado;R$8,249
5;Shay;Morse;Mauá;São Paulo;26/09/89;Pesquisa e Desenvolvimento;Viúvo;R$6,882
757;Michael;Good;Duque de Caxias;Rio de Janeiro;24/11/87;Marketing;Solteiro;R$7,639
479;Tanya;Boyer;Jundiaí;São Paulo;31/03/66;Jurídico;Viúvo;R$5,856
641;Raymond;Sharpe;Santa Luzia;MG;06/04/34;Vendas;Divorciado;R$6,228
886;Shoshana;Shannon;Duque de Caxias;RJ;23/05/56;Recursos Humanos;Solteiro;R$5,754
939;Ashton;Cherry;Ilhéus;Bahia;18/06/42;Gerenciamento;Divorciado;R$6,743
133;Alexis;Hartman;Rio Grande;Rio Grande do Sul;09/02/82;Serviço ao Cliente;Casado;R$6,553
111;Linda;Chase;Ponta Grossa;PR;20/11/13;Relações Públicas;Casado;R$7,643
182;August;Cruz;São João de Meriti;RJ;21/10/72;Suporte Técnico;Casado;R$9,976
397;Brynn;Hall;Governador Valadares;Minas Gerais;08/09/87;Marketing;Solteiro;R$5,300
637;Cassandra;Chavez;Florianópolis;Santa Catarina;21/03/95;Jurídico;Divorciado;R$5,940
731;Susan;Chen;Belém;Pará;08/04/87;Recursos Humanos;Solteiro;R$5,582
125;Chaim;Mcmillan;Ananindeua;Pará;04/10/60;Financeiro;Solteiro;R$7,591
326;Ferdinand;Calderon;Juazeiro do Norte;Ceará;23/03/46;Recursos Humanos;Divorciado;R$9,602
803;Zephr;Holland;São Luís;Maranhão;05/11/14;Gerenciamento;Divorciado;R$9,419
444;Geoffrey;Weber;Londrina;PR;13/09/87;Serviço ao Cliente;Divorciado;R$7,933
652;Kasper;May;Diadema;SP;01/09/12;Jurídico;Viúvo;R$8,358
617;Jordan;Ross;Caxias;Maranhão;20/06/69;Serviço ao Cliente;Casado;R$8,637
239;Hayden;Nicholson;Guarulhos;SP;21/07/34;Financeiro;Divorciado;R$6,827
187;Morgan;Torres;Ribeirão Preto;SP;17/06/31;Vendas;Solteiro;R$9,120
648;Robert;Hampton;Maranguape;Ceará;16/12/42;Recursos Humanos;Solteiro;R$9,295
485;Reagan;Valdez;Recife;PE;07/09/64;Recursos Humanos;Solteiro;R$9,728
214;Jaime;Sheppard;Maranguape;CE;27/05/84;Suporte Técnico;Casado;R$5,853
952;Mikayla;Foreman;Aparecida de Goiânia;GO;22/10/91;Suporte Técnico;Solteiro;R$8,111
282;Xena;Richardson;Petrópolis;Rio de Janeiro;06/03/89;Vendas;Viúvo;R$8,133
959;Oren;Finch;Lauro de Freitas;Bahia;12/01/51;Serviço ao Cliente;Solteiro;R$9,379
570;Flavia;Holden;Santa Rita;Paraíba;15/07/45;Gerenciamento;Solteiro;R$7,120
271;Maxwell;Mack;Ribeirão das Neves;Minas Gerais;25/08/06;Marketing;Divorciado;R$9,236
704;Jenette;Crosby;Maringá;PR;06/08/88;Vendas;Casado;R$6,160
554;Nora;Greer;Nova Iguaçu;Rio de Janeiro;28/07/69;Relações Públicas;Solteiro;R$5,933
274;Hilel;Warner;Guarapuava;PR;24/12/42;Recursos Humanos;Solteiro;R$7,941
501;Preston;English;Sete Lagoas;Minas Gerais;07/09/97;Suporte Técnico;Viúvo;R$9,591
916;Irene;Jacobson;Cascavel;Paraná;10/06/82;Suporte Técnico;Casado;R$5,492
283;Curran;Navarro;Mogi das Cruzes;São Paulo;06/03/49;Recursos Humanos;Divorciado;R$7,155
971;Alice;Hogan;Carapicuíba;SP;23/02/77;Suporte Técnico;Viúvo;R$9,875
984;Pandora;Vasquez;Belém;Pará;16/02/00;Financeiro;Viúvo;R$9,747
93;Amela;Merrill;Carapicuíba;São Paulo;01/05/53;Suporte Técnico;Viúvo;R$8,818
