ID;Nome;Sobrenome;Cidade;Estado;Data_Nascimento;Setor;Estado_Civil;Salario;Prox.Nome;Prox.Sobrenome;Prox.Cidade;Prox.Estado;Prox.Data_Nascimento;Prox.Setor;Prox.Estado_Civil;Prox.Salario
421;Benedict;Glenn;Campina Grande;PB;28/03/16;Marketing;Viúvo;R$8,734;529;529;529;529;529;458;436;529
422;Brendan;Russo;Anápolis;GO;01/12/53;Suporte Técnico;Solteiro;R$7,702;957;0;619;351;0;266;268;0
423;Orla;Sparks;Sobral;CE;01/11/81;Pesquisa e Desenvolvimento;Viúvo;R$8,599;0;0;267;270;494;246;237;0
424;Keane;Zamora;Barra do Corda;MA;23/12/97;Vendas;Divorciado;R$6,983;451;171;120;96;0;83;85;0
425;Ira;Frederick;Divinópolis;Minas Gerais;28/06/68;Relações Públicas;Solteiro;R$9,423;0;425;437;317;0;319;320;315
426;Ava;England;Gravataí;Rio Grande do Sul;28/10/67;Financeiro;Viúvo;R$8,012;281;886;343;283;0;291;285;361
427;Sean;Blevins;Santa Luzia;MG;19/12/05;Marketing;Viúvo;R$6,644;515;515;515;430;515;426;416;515
428;Donovan;Branch;Sobral;CE;20/03/90;Jurídico;Casado;R$5,971;0;973;181;183;0;185;176;0
429;Laurel;Buckley;Camaçari;Bahia;16/07/91;Relações Públicas;Viúvo;R$8,053;0;0;710;710;734;699;698;985
430;Kessie;Navarro;Novo Hamburgo;Rio Grande do Sul;15/08/01;Gerenciamento;Viúvo;R$6,512;0;840;383;278;0;253;255;0
431;Igor;Pate;Ribeirão das Neves;Minas Gerais;12/03/34;Financeiro;Solteiro;R$7,142;0;921;258;134;0;123;118;0
432;Hedy;Christian;Rio de Janeiro;RJ;28/02/12;Vendas;Solteiro;R$8,291;631;152;92;73;0;41;37;0
433;Lavinia;Gordon;Caruaru;PE;26/06/95;Serviço ao Cliente;Viúvo;R$8,709;585;585;585;506;585;486;486;585
434;Nathan;Mcbride;João Pessoa;Paraíba;19/01/32;Recursos Humanos;Divorciado;R$5,771;0;920;0;0;0;886;877;0
435;Hunter;Langley;Castanhal;Pará;13/06/46;Pesquisa e Desenvolvimento;Casado;R$9,219;748;546;551;551;0;523;521;0
436;Tyler;Flowers;Rio Grande;RS;19/02/92;Jurídico;Casado;R$5,400;0;660;498;292;0;254;252;0
437;Jamal;Fitzgerald;Santa Maria;Rio Grande do Sul;26/04/60;Marketing;Divorciado;R$5,980;0;849;283;99;0;63;57;0
438;Quin;Nash;Juiz de Fora;Minas Gerais;20/11/47;Relações Públicas;Viúvo;R$6,909;700;0;717;662;0;665;660;0
439;Vaughan;Gill;Ribeirão Preto;SP;22/10/91;Suporte Técnico;Solteiro;R$8,151;976;913;826;823;830;815;808;0
440;Kirestin;Hartman;Juiz de Fora;Minas Gerais;09/04/39;Marketing;Divorciado;R$6,033;587;587;526;505;587;501;489;587
441;Shannon;Macdonald;São João de Meriti;RJ;08/02/93;Relações Públicas;Casado;R$6,399;0;0;0;963;0;920;917;0
442;Caryn;Blanchard;Lauro de Freitas;Bahia;12/05/58;Marketing;Viúvo;R$5,767;0;0;172;190;0;187;149;0
443;Ruby;Woods;Jundiaí;SP;03/01/83;Financeiro;Divorciado;R$9,443;0;888;303;248;0;250;239;0
444;Geoffrey;Weber;Londrina;PR;13/09/87;Serviço ao Cliente;Divorciado;R$7,933;0;0;878;835;0;824;825;0
445;Breanna;Melendez;Ribeirão das Neves;Minas Gerais;25/04/67;Marketing;Viúvo;R$8,233;0;0;265;269;0;267;263;0
446;Nathan;Benson;Ribeirão das Neves;Minas Gerais;13/01/67;Financeiro;Divorciado;R$7,738;875;396;745;364;0;361;364;0
447;Charlotte;Cabrera;Sobral;Ceará;08/03/79;Serviço ao Cliente;Divorciado;R$9,338;878;378;22;22;0;16;15;0
448;Lester;Morse;Cascavel;Paraná;31/08/41;Recursos Humanos;Casado;R$8,339;441;807;778;325;0;268;256;0
449;Germane;Emerson;Uberlândia;Minas Gerais;20/05/16;Serviço ao Cliente;Casado;R$9,377;0;919;950;859;0;861;859;0
450;Levi;Copeland;Uberaba;MG;09/07/46;Gerenciamento;Divorciado;R$5,455;0;0;945;950;0;952;946;0
451;Kiona;Maxwell;Petrópolis;Rio de Janeiro;21/03/99;Recursos Humanos;Divorciado;R$9,059;0;0;0;935;0;935;937;0
452;Samuel;Mccarthy;Sousa;PB;02/02/65;Relações Públicas;Viúvo;R$5,635;768;763;0;774;0;740;701;0
453;Denton;England;Montes Claros;MG;16/02/63;Recursos Humanos;Viúvo;R$7,671;891;0;903;903;0;907;888;0
454;Justine;Maxwell;Caxias do Sul;RS;06/01/08;Gerenciamento;Divorciado;R$9,788;583;583;583;496;583;499;487;583
455;Price;Avila;Carapicuíba;São Paulo;21/01/00;Vendas;Divorciado;R$5,439;0;0;527;512;0;516;504;0
456;Kane;Stewart;Goiânia;GO;14/02/82;Jurídico;Casado;R$5,809;721;0;636;200;0;188;195;0
457;Richard;Fletcher;Diadema;São Paulo;22/04/02;Relações Públicas;Viúvo;R$7,159;0;734;535;527;0;545;526;0
458;Alea;Burton;Maracanaú;Ceará;25/07/96;Pesquisa e Desenvolvimento;Viúvo;R$7,849;0;0;986;891;0;868;871;0
459;Grant;Glenn;Santarém;Pará;17/06/68;Jurídico;Divorciado;R$7,286;61;429;46;46;0;65;33;0
460;Jordan;Burch;Imperatriz;Maranhão;06/09/17;Pesquisa e Desenvolvimento;Viúvo;R$9,755;715;0;692;177;0;171;177;0
461;Maisie;Pugh;Novo Hamburgo;RS;30/06/69;Marketing;Viúvo;R$9,024;0;0;251;205;0;200;204;247
462;Craig;Rodriquez;Caxias do Sul;RS;21/06/16;Gerenciamento;Casado;R$9,092;0;0;948;883;0;794;763;0
463;Reece;Mueller;Betim;MG;12/12/37;Serviço ao Cliente;Casado;R$6,009;0;0;0;957;0;957;957;0
464;Tamara;Briggs;Vitória da Conquista;Bahia;12/04/06;Recursos Humanos;Casado;R$5,531;0;869;976;812;0;811;805;0
465;Guinevere;Stephens;Canoas;Rio Grande do Sul;17/06/48;Recursos Humanos;Casado;R$6,590;0;0;973;917;0;926;912;0
466;Reece;Ross;Itabuna;BA;12/07/84;Pesquisa e Desenvolvimento;Divorciado;R$5,238;953;0;925;868;0;866;867;0
467;Sacha;Head;Timon;MA;02/07/34;Relações Públicas;Casado;R$8,407;0;0;0;0;0;956;953;0
468;Noble;Bradford;São Gonçalo;Rio de Janeiro;24/05/08;Gerenciamento;Viúvo;R$6,314;0;0;696;590;0;578;576;0
469;Angelica;Daugherty;Chapecó;SC;26/07/86;Serviço ao Cliente;Divorciado;R$5,468;0;0;765;765;0;711;714;0
470;Celeste;Bird;Jundiaí;SP;07/06/58;Pesquisa e Desenvolvimento;Casado;R$8,393;0;145;126;119;0;125;123;0
471;Zeus;Andrews;Ponta Grossa;PR;21/07/82;Relações Públicas;Viúvo;R$9,073;0;0;668;668;0;667;666;0
472;Faith;Hartman;Santa Inês;MA;16/04/82;Relações Públicas;Viúvo;R$6,308;0;813;0;861;0;763;774;0
473;Noah;Maddox;Mogi das Cruzes;São Paulo;09/02/73;Jurídico;Viúvo;R$7,890;591;591;497;493;591;500;495;591
474;Jayme;Ellis;Carapicuíba;São Paulo;12/06/12;Pesquisa e Desenvolvimento;Viúvo;R$8,621;0;0;558;544;0;546;528;0
475;Wynne;Hurley;Cabo de Santo Agostinho;Pernambuco;01/11/78;Pesquisa e Desenvolvimento;Divorciado;R$5,436;710;0;376;295;0;283;280;0
476;Jacqueline;Hines;Guarulhos;SP;21/08/85;Jurídico;Casado;R$5,290;0;957;966;966;0;961;948;0
477;Morgan;Mcdowell;Diadema;São Paulo;04/12/08;Recursos Humanos;Casado;R$9,584;826;0;335;246;0;248;245;0
478;Akeem;Clay;Jundiaí;São Paulo;14/06/77;Recursos Humanos;Casado;R$8,307;0;790;627;577;0;592;578;0
479;Tanya;Boyer;Jundiaí;São Paulo;31/03/66;Jurídico;Viúvo;R$5,856;0;0;865;840;0;817;823;0
480;Harlan;Cannon;Porto Alegre;RS;16/06/02;Relações Públicas;Casado;R$8,164;0;0;700;561;0;565;558;0
481;Dai;Tillman;Criciúma;SC;21/09/70;Gerenciamento;Solteiro;R$6,893;0;676;956;235;0;52;44;0
482;Elijah;Peck;Mogi das Cruzes;São Paulo;02/11/13;Financeiro;Viúvo;R$9,776;0;650;615;605;0;603;601;0
483;Ferdinand;Mendoza;São João de Meriti;Rio de Janeiro;20/10/90;Pesquisa e Desenvolvimento;Solteiro;R$8,254;820;0;787;730;0;743;730;0
484;Nicholas;Flores;Montes Claros;Minas Gerais;21/11/07;Gerenciamento;Divorciado;R$7,508;505;556;514;487;556;462;457;556
485;Reagan;Valdez;Recife;PE;07/09/64;Recursos Humanos;Solteiro;R$9,728;0;0;0;850;0;837;830;0
486;Casey;Meadows;Osasco;São Paulo;04/08/35;Gerenciamento;Divorciado;R$6,796;0;885;513;513;0;542;517;0
487;Elton;Olsen;Mauá;SP;06/03/58;Pesquisa e Desenvolvimento;Casado;R$7,551;523;523;424;424;523;427;430;523
488;Brynne;Moran;Petrópolis;Rio de Janeiro;06/12/78;Serviço ao Cliente;Solteiro;R$9,912;0;0;751;685;0;675;678;0
489;Kylynn;Bradley;Sobral;Ceará;25/03/46;Suporte Técnico;Casado;R$6,666;0;0;0;0;0;995;988;0
490;Lewis;Bonner;Lauro de Freitas;BA;30/09/46;Serviço ao Cliente;Divorciado;R$5,350;603;978;315;300;0;290;291;0
491;Wynter;Reyes;Governador Valadares;MG;11/03/36;Suporte Técnico;Divorciado;R$7,467;0;0;660;641;0;649;642;0
492;Rina;Martinez;Fortaleza;Ceará;04/11/01;Financeiro;Solteiro;R$5,143;688;0;764;677;0;657;657;0
493;Olympia;Randall;Marabá;Pará;01/09/47;Pesquisa e Desenvolvimento;Divorciado;R$8,848;0;0;453;379;0;334;332;0
494;Kelly;Thornton;Mauá;SP;10/04/19;Vendas;Casado;R$9,203;0;0;67;17;0;11;11;111
495;Trevor;Atkinson;Uberlândia;Minas Gerais;17/11/89;Suporte Técnico;Divorciado;R$9,658;678;0;638;556;0;552;549;0
496;Shafira;Hooper;Petrolina;PE;18/02/78;Vendas;Divorciado;R$9,133;0;0;667;631;0;631;628;0
497;Lester;Sexton;Piracicaba;SP;22/03/75;Recursos Humanos;Viúvo;R$7,425;0;0;661;546;0;548;554;0
498;Edward;Ingram;Governador Valadares;MG;18/02/41;Pesquisa e Desenvolvimento;Solteiro;R$7,332;661;0;148;116;0;108;110;0
499;Petra;Elliott;Maracanaú;CE;26/07/83;Gerenciamento;Viúvo;R$7,082;579;579;579;525;579;483;480;579
500;Jennifer;Alvarado;Contagem;Minas Gerais;21/03/37;Marketing;Casado;R$9,604;0;672;405;86;0;84;72;0
501;Preston;English;Sete Lagoas;Minas Gerais;07/09/97;Suporte Técnico;Viúvo;R$9,591;0;0;914;858;0;839;841;0
502;Zia;Reid;Castanhal;Pará;21/08/75;Financeiro;Casado;R$9,679;705;0;410;410;0;390;382;0
503;September;Whitney;Petrolina;PE;19/11/89;Vendas;Casado;R$9,724;0;0;1000;721;0;722;719;0
504;Kane;Cleveland;Jaboatão dos Guararapes;PE;03/08/61;Gerenciamento;Divorciado;R$6,539;0;0;894;750;0;751;724;0
505;Zelenia;Mcmillan;Londrina;Paraná;25/12/02;Suporte Técnico;Solteiro;R$8,454;0;819;395;252;0;225;221;0
506;Suki;Wolf;Santa Luzia;MG;10/07/05;Vendas;Casado;R$9,193;0;0;415;391;0;392;395;0
507;Nola;Lindsay;Campinas;São Paulo;15/07/85;Gerenciamento;Casado;R$9,468;0;0;644;624;0;627;634;0
508;Chava;Morrow;Santa Inês;MA;27/10/73;Marketing;Viúvo;R$8,884;0;793;760;760;0;724;715;0
509;Cherokee;Mccarthy;Santa Maria;RS;24/10/44;Serviço ao Cliente;Divorciado;R$8,725;0;344;434;343;0;295;295;0
510;Richard;Fletcher;Diadema;São Paulo;22/04/02;Relações Públicas;Viúvo;R$7,159;520;520;435;427;520;445;426;520
511;Harding;Williamson;Petrolina;Pernambuco;06/09/76;Suporte Técnico;Divorciado;R$9,750;0;0;0;0;0;0;0;0
512;Abraham;Snider;Cametá;Pará;24/03/73;Pesquisa e Desenvolvimento;Casado;R$6,192;0;618;436;330;0;224;213;451
513;Kelsey;Sharp;Ribeirão Preto;São Paulo;15/07/07;Relações Públicas;Casado;R$5,001;0;0;624;613;0;613;622;0
514;Faith;Harrell;Imperatriz;Maranhão;01/02/71;Serviço ao Cliente;Viúvo;R$8,518;760;0;0;716;0;706;697;0
515;Maryam;Kaufman;Gravataí;RS;09/08/69;Relações Públicas;Solteiro;R$8,508;0;890;900;747;0;749;741;0
516;Ruby;Hernandez;Camaragibe;PE;19/12/79;Marketing;Divorciado;R$5,301;238;0;223;167;0;92;89;0
517;Xyla;Page;Contagem;MG;30/05/38;Relações Públicas;Casado;R$7,435;0;176;71;72;0;87;71;0
518;Austin;Sears;Pelotas;Rio Grande do Sul;14/09/11;Jurídico;Solteiro;R$6,669;0;0;735;345;0;340;337;0
519;Barclay;Gibbs;Bacabal;MA;12/07/62;Jurídico;Divorciado;R$8,521;247;389;79;81;0;72;73;430
520;Bianca;Mills;Ribeirão Preto;São Paulo;03/05/50;Marketing;Viúvo;R$8,557;0;0;676;625;0;648;629;0
521;Lavinia;Gordon;Caruaru;PE;26/06/95;Serviço ao Cliente;Viúvo;R$8,709;0;0;750;604;0;586;586;0
522;Darrel;Jimenez;Curitiba;Paraná;20/04/54;Marketing;Viúvo;R$8,636;932;0;476;127;0;126;127;0
523;Kaye;Larsen;Montes Claros;MG;05/11/42;Gerenciamento;Viúvo;R$8,737;0;212;156;148;0;140;132;0
524;Todd;Merritt;Carapicuíba;São Paulo;04/03/58;Pesquisa e Desenvolvimento;Divorciado;R$8,236;0;0;726;635;0;629;626;0
525;Neil;Perkins;Campinas;São Paulo;27/12/89;Marketing;Solteiro;R$8,052;986;0;374;366;0;368;371;0
526;Yen;Cobb;Balsas;Maranhão;23/06/58;Financeiro;Divorciado;R$7,429;0;0;0;766;0;720;720;0
527;Axel;Fulton;Caruaru;PE;14/02/88;Suporte Técnico;Divorciado;R$7,043;315;0;485;45;0;74;24;0
528;Honorato;Reeves;Uberaba;MG;20/06/65;Suporte Técnico;Divorciado;R$6,730;557;557;557;462;557;496;461;557
529;Graiden;Patel;Piracicaba;SP;01/07/75;Marketing;Divorciado;R$6,733;106;341;29;40;303;26;30;0
530;Chaney;Fleming;Divinópolis;Minas Gerais;21/09/53;Suporte Técnico;Casado;R$8,473;0;0;0;939;0;931;929;0
531;Matthew;Fuentes;Cametá;PA;24/04/67;Serviço ao Cliente;Viúvo;R$8,628;0;974;954;553;0;543;541;0
532;Elton;Olsen;Mauá;SP;06/03/58;Pesquisa e Desenvolvimento;Casado;R$7,551;0;739;524;524;0;527;530;0
533;Avye;Oneal;Santa Luzia;MG;14/11/84;Marketing;Viúvo;R$5,291;0;0;377;302;0;305;301;0
534;Miriam;Knight;Santa Maria;RS;07/10/91;Vendas;Divorciado;R$7,850;561;561;534;483;561;464;463;561
535;Rebecca;Oconnor;Petrópolis;Rio de Janeiro;16/03/31;Jurídico;Solteiro;R$5,492;0;648;674;646;0;612;602;839
536;Neville;Lawson;Açailândia;Maranhão;01/11/81;Vendas;Casado;R$8,469;656;0;771;602;0;606;607;0
537;Yetta;Peters;Canoas;Rio Grande do Sul;16/06/74;Serviço ao Cliente;Viúvo;R$7,212;0;0;596;592;0;593;590;0
538;Meghan;Frye;Mogi das Cruzes;SP;25/05/77;Relações Públicas;Viúvo;R$6,099;0;0;44;44;0;46;45;946
539;Quin;Vega;Maringá;PR;05/03/44;Marketing;Solteiro;R$7,307;659;0;103;102;454;85;87;0
540;Uriah;Conway;Bacabal;MA;09/02/35;Pesquisa e Desenvolvimento;Casado;R$6,328;0;0;247;188;0;149;128;0
541;Brady;Wade;Colombo;PR;20/05/48;Pesquisa e Desenvolvimento;Viúvo;R$8,234;573;573;540;476;573;477;474;573
542;Renee;Whitney;Rio Grande;RS;02/12/46;Pesquisa e Desenvolvimento;Solteiro;R$6,270;0;718;656;654;0;602;599;0
543;Zenaida;Saunders;Mogi das Cruzes;SP;25/12/80;Gerenciamento;Casado;R$9,573;0;632;591;618;0;579;584;0
544;Cadman;Bush;Balsas;Maranhão;26/05/48;Relações Públicas;Viúvo;R$6,149;0;0;333;340;0;331;324;0
545;Ava;Berry;Ipatinga;Minas Gerais;25/11/99;Jurídico;Casado;R$8,817;0;0;430;284;0;296;283;0
546;Nehru;Sanford;Carapicuíba;São Paulo;18/10/31;Gerenciamento;Solteiro;R$6,933;0;0;55;27;0;13;12;0
547;Keely;Gonzales;Ribeirão Preto;SP;16/06/10;Recursos Humanos;Divorciado;R$5,730;0;939;738;739;0;733;733;0
548;Orli;Saunders;Diadema;SP;13/12/54;Gerenciamento;Divorciado;R$7,867;0;0;702;642;0;642;633;0
549;Ocean;Parker;Ribeirão Preto;São Paulo;08/06/77;Recursos Humanos;Divorciado;R$9,105;904;805;744;741;0;759;742;0
550;Rinah;Gaines;Ananindeua;PA;01/09/73;Marketing;Divorciado;R$7,702;0;0;819;149;0;118;116;262
551;Isaiah;Boyer;Camaçari;Bahia;18/12/85;Relações Públicas;Viúvo;R$8,400;0;809;522;528;0;520;511;0
552;Mason;Elliott;Campinas;SP;22/07/62;Relações Públicas;Casado;R$5,688;0;0;872;777;0;771;771;0
553;Ava;Gomez;Paulista;PE;06/05/59;Recursos Humanos;Viúvo;R$9,428;278;0;122;85;0;48;46;0
554;Nora;Greer;Nova Iguaçu;Rio de Janeiro;28/07/69;Relações Públicas;Solteiro;R$5,933;0;0;856;845;0;851;837;0
555;Christian;Hays;Guarulhos;São Paulo;14/06/87;Vendas;Viúvo;R$8,177;0;489;230;234;0;230;234;268
556;Kimberly;Hopper;Jaboatão dos Guararapes;PE;09/08/87;Marketing;Solteiro;R$9,565;0;0;0;923;0;896;896;0
557;Adrian;Haney;Diadema;SP;17/09/07;Gerenciamento;Viúvo;R$5,930;0;0;163;171;0;163;159;0
558;Quentin;Ramirez;São João de Meriti;Rio de Janeiro;11/06/17;Gerenciamento;Solteiro;R$8,542;0;0;915;889;0;883;894;0
559;Serina;Oneill;Blumenau;Santa Catarina;17/08/84;Jurídico;Viúvo;R$5,388;0;0;984;0;0;971;971;0
560;Laith;Schroeder;Ponta Grossa;PR;30/10/98;Marketing;Divorciado;R$6,745;0;0;671;671;0;679;669;0
561;Velma;Contreras;Rio de Janeiro;RJ;02/03/97;Relações Públicas;Casado;R$5,875;982;0;796;787;0;760;761;0
562;Abra;Skinner;Uberlândia;MG;03/06/48;Vendas;Solteiro;R$6,471;0;0;800;780;0;756;749;0
563;Shea;Young;Mauá;São Paulo;15/08/82;Financeiro;Solteiro;R$5,081;0;0;0;968;0;950;945;0
564;Zia;Figueroa;Ribeirão Preto;São Paulo;17/03/02;Recursos Humanos;Divorciado;R$5,943;0;0;729;715;0;729;706;0
565;Herrod;Terrell;Campinas;SP;10/09/99;Gerenciamento;Viúvo;R$7,534;0;846;286;230;0;251;223;0
566;Ivor;Hobbs;Mogi das Cruzes;SP;25/02/31;Recursos Humanos;Divorciado;R$7,857;0;0;91;91;0;95;92;0
567;Eagan;Camacho;Luziânia;Goiás;11/04/82;Pesquisa e Desenvolvimento;Casado;R$6,807;0;0;0;0;0;0;990;0
568;Lance;Woods;Carapicuíba;SP;08/05/06;Gerenciamento;Viúvo;R$6,902;0;0;968;890;0;895;897;0
569;Brenden;Beard;Belford Roxo;Rio de Janeiro;18/10/12;Serviço ao Cliente;Divorciado;R$8,122;0;0;975;930;0;912;895;0
570;Flavia;Holden;Santa Rita;Paraíba;15/07/45;Gerenciamento;Solteiro;R$7,120;0;0;0;875;978;847;836;0
571;Zephr;Pate;Ilhéus;BA;01/09/94;Jurídico;Divorciado;R$6,689;0;0;0;959;0;936;922;0
572;Benedict;Glenn;Campina Grande;PB;28/03/16;Marketing;Viúvo;R$8,734;0;962;690;617;0;558;536;0
573;Wesley;Mcbride;Ponta Grossa;Paraná;10/05/78;Jurídico;Casado;R$6,421;855;875;725;742;0;708;691;0
574;Cullen;Nichols;Petrópolis;Rio de Janeiro;08/03/59;Recursos Humanos;Casado;R$6,176;402;622;371;460;0;397;375;0
575;Henry;James;Ribeirão Preto;São Paulo;24/03/05;Pesquisa e Desenvolvimento;Casado;R$5,816;0;0;920;908;0;911;907;0
576;Giacomo;Page;Caruaru;PE;15/11/98;Suporte Técnico;Casado;R$8,831;0;0;0;779;0;758;755;0
577;Florence;Rowe;Mogi das Cruzes;SP;03/01/31;Relações Públicas;Divorciado;R$7,045;0;476;233;222;0;220;226;0
578;Jared;Austin;Maracanaú;CE;06/06/52;Serviço ao Cliente;Viúvo;R$5,996;0;0;203;106;0;77;58;0
579;Montana;Horton;Ribeirão das Neves;MG;16/07/87;Vendas;Viúvo;R$6,409;682;390;269;299;0;274;269;0
580;Berk;Tillman;Ribeirão Preto;São Paulo;15/12/67;Gerenciamento;Viúvo;R$5,219;0;0;705;682;0;680;677;0
581;Joseph;Terrell;Contagem;MG;05/09/67;Serviço ao Cliente;Solteiro;R$9,155;0;0;853;847;0;858;850;0
582;Gretchen;Shaffer;Itabuna;Bahia;16/08/78;Vendas;Casado;R$6,561;0;0;217;217;0;218;218;0
583;Yetta;Peters;Canoas;Rio Grande do Sul;16/06/74;Serviço ao Cliente;Viúvo;R$7,212;586;586;496;492;586;493;490;586
584;Brooke;Mendoza;Canoas;RS;25/05/61;Recursos Humanos;Viúvo;R$7,904;0;728;486;158;0;164;145;0
585;Leilani;Fitzgerald;Diadema;SP;10/02/03;Recursos Humanos;Viúvo;R$7,671;0;0;901;855;0;852;866;886
586;Whoopi;Craig;Duque de Caxias;Rio de Janeiro;04/06/59;Vendas;Viúvo;R$8,279;0;912;808;599;0;594;591;0
587;Kirby;Dudley;Santa Luzia;Minas Gerais;18/01/98;Vendas;Solteiro;R$8,086;0;0;386;386;0;388;378;0
588;Sean;Blevins;Santa Luzia;MG;19/12/05;Marketing;Viúvo;R$6,644;672;0;630;530;0;526;516;0
589;Jamalia;Hamilton;Governador Valadares;Minas Gerais;03/05/91;Financeiro;Casado;R$6,782;0;0;992;992;0;977;981;0
590;Channing;Daniel;Osasco;São Paulo;22/02/91;Relações Públicas;Viúvo;R$5,021;0;0;884;792;0;799;794;0
591;Gillian;Hebert;Maranguape;CE;06/02/40;Relações Públicas;Casado;R$5,155;769;0;603;579;0;601;566;0
592;Diana;Huff;Juazeiro do Norte;Ceará;16/08/91;Jurídico;Viúvo;R$7,148;0;0;820;694;0;683;679;0
593;Britanney;Kemp;Vitória da Conquista;BA;07/05/37;Financeiro;Divorciado;R$7,493;0;708;175;172;0;176;173;0
594;Clayton;Morton;Sete Lagoas;Minas Gerais;19/02/02;Suporte Técnico;Viúvo;R$7,799;421;0;402;184;0;143;135;0
595;Hayden;Farmer;Juazeiro;Bahia;22/05/35;Vendas;Viúvo;R$6,388;825;0;332;326;0;325;328;0
596;Tamara;Sargent;Porto Alegre;RS;23/09/62;Marketing;Divorciado;R$5,882;801;757;883;761;0;770;748;0
597;Marny;Mendoza;Piracicaba;SP;24/11/40;Recursos Humanos;Divorciado;R$8,274;0;142;62;58;0;59;59;0
598;Leroy;Soto;Paço do Lumiar;MA;05/03/44;Financeiro;Viúvo;R$6,586;0;0;647;567;0;566;568;0
599;Illiana;Carpenter;Uberlândia;MG;01/02/55;Financeiro;Viúvo;R$5,729;0;0;0;953;0;972;954;0
600;Haley;Conley;Mauá;SP;04/07/87;Recursos Humanos;Solteiro;R$9,259;0;0;538;535;0;525;525;0
601;Ignacia;Mccormick;Uberaba;MG;05/12/38;Vendas;Casado;R$9,569;0;898;457;250;0;242;243;0
602;Cassandra;Kennedy;Campinas;SP;07/08/04;Financeiro;Viúvo;R$7,964;609;0;623;578;0;589;569;0
603;Ina;Pacheco;Ribeirão Preto;São Paulo;13/02/04;Serviço ao Cliente;Solteiro;R$7,381;785;0;607;595;0;605;596;0
604;Maxine;Johnson;Ribeirão Preto;São Paulo;16/11/01;Recursos Humanos;Divorciado;R$9,612;0;0;804;791;0;793;790;0
605;Xander;Acevedo;Chapecó;Santa Catarina;21/03/84;Recursos Humanos;Casado;R$7,835;0;0;706;680;0;419;398;0
606;Marshall;Logan;Gravataí;Rio Grande do Sul;27/06/73;Marketing;Divorciado;R$8,701;0;937;740;735;0;726;729;0
607;Rooney;Owens;Barra do Corda;MA;10/10/91;Pesquisa e Desenvolvimento;Solteiro;R$5,473;0;786;657;647;0;625;620;0
608;Callie;Glover;Joinville;Santa Catarina;07/09/30;Serviço ao Cliente;Solteiro;R$5,511;806;0;0;347;0;351;325;0
609;Coby;Crane;Cabo de Santo Agostinho;Pernambuco;24/03/49;Pesquisa e Desenvolvimento;Divorciado;R$8,255;879;439;404;404;0;387;380;0
610;Roanna;Patel;Piracicaba;SP;22/09/77;Recursos Humanos;Divorciado;R$9,380;0;0;346;346;0;347;345;0
611;Castor;Burks;Codó;MA;08/11/01;Serviço ao Cliente;Viúvo;R$7,653;0;0;0;571;0;570;573;0
612;Cullen;Castillo;Sete Lagoas;MG;05/09/62;Suporte Técnico;Casado;R$8,349;0;0;691;515;0;510;506;0
613;Oprah;Mercado;Rio Verde;Goiás;21/02/06;Recursos Humanos;Divorciado;R$8,993;0;0;734;734;0;705;705;0
614;Ralph;Greene;Governador Valadares;MG;28/04/09;Financeiro;Divorciado;R$8,199;0;0;640;640;0;636;636;0
615;Velma;Stout;Marabá;PA;12/07/84;Gerenciamento;Casado;R$8,888;755;0;772;610;863;556;555;0
616;Susan;Wagner;Londrina;PR;26/08/70;Suporte Técnico;Casado;R$5,017;818;0;480;440;0;402;396;0
617;Jordan;Ross;Caxias;Maranhão;20/06/69;Serviço ao Cliente;Casado;R$8,637;0;863;0;0;0;832;829;0
618;Keegan;Bennett;Cabo de Santo Agostinho;Pernambuco;13/06/07;Marketing;Divorciado;R$7,064;0;0;539;508;0;511;508;0
619;Leilani;Burke;Juazeiro do Norte;CE;10/07/88;Marketing;Solteiro;R$5,609;46;948;232;54;0;19;9;431
620;Shaine;Doyle;Ribeirão Preto;SP;29/07/33;Financeiro;Viúvo;R$6,612;0;0;338;339;0;344;331;0
621;Stone;Roth;Chapadinha;MA;10/04/07;Serviço ao Cliente;Casado;R$6,524;0;663;344;333;0;292;294;0
622;Nyssa;Bowers;Bacabal;Maranhão;21/02/34;Recursos Humanos;Casado;R$7,914;550;550;548;488;550;471;451;550
623;Brennan;Parrish;Balsas;MA;30/11/37;Marketing;Viúvo;R$9,391;0;0;716;713;0;694;689;0
624;Yardley;Richmond;Rio Grande;RS;21/03/35;Serviço ao Cliente;Solteiro;R$9,365;0;0;813;740;0;723;712;0
625;Demetrius;Riddle;Diadema;SP;02/08/69;Recursos Humanos;Divorciado;R$5,524;664;0;193;176;0;210;175;383
626;Dennis;Macdonald;Vitória da Conquista;Bahia;13/11/72;Serviço ao Cliente;Divorciado;R$6,911;0;915;652;582;0;585;571;0
627;Ignacia;Santos;Vitória da Conquista;BA;23/06/62;Recursos Humanos;Solteiro;R$5,677;240;188;170;152;0;139;140;0
628;Aquila;Ortiz;Governador Valadares;Minas Gerais;01/08/67;Jurídico;Viúvo;R$5,057;0;0;0;0;0;998;993;0
629;Noble;Matthews;São José dos Pinhais;PR;19/01/65;Pesquisa e Desenvolvimento;Solteiro;R$6,361;474;961;0;103;0;104;104;0
630;Clayton;Gillespie;Itabuna;BA;09/01/30;Jurídico;Casado;R$5,985;0;0;616;522;0;522;522;0
631;Graiden;Sawyer;Maranguape;CE;17/08/01;Recursos Humanos;Casado;R$9,681;472;247;270;118;0;120;117;0
